recommendation_id,device_id,similar_case_id,outcome,resolution
REC-0719,DEV-0122,CASE-0578,False Positive,Dismissed; benign root cause confirmed
REC-0720,DEV-0045,CASE-0810,Recommendation Correct,Approved and threat verified
REC-0721,DEV-0110,CASE-0372,Recommendation Correct,Approved and threat verified
REC-0722,DEV-0029,CASE-0531,Recommendation Correct,Approved and threat verified
REC-0723,DEV-0215,CASE-0825,Recommendation Incorrect,Overridden after investigation
REC-0724,DEV-0191,CASE-0432,Recommendation Correct,Approved and threat verified
REC-0725,DEV-0178,CASE-0140,False Positive,Dismissed; benign root cause confirmed
REC-0726,DEV-0011,CASE-0824,Recommendation Correct,Approved and threat verified
REC-0727,DEV-0213,CASE-0261,False Negative,Escalated; incident response initiated
REC-0728,DEV-0062,CASE-0974,False Positive,Dismissed; benign root cause confirmed
REC-0729,DEV-0113,CASE-0579,Recommendation Correct,Approved and threat verified
REC-0730,DEV-0121,CASE-0972,Recommendation Correct,Approved and threat verified
REC-0731,DEV-0197,CASE-0203,Recommendation Correct,Approved and threat verified
REC-0732,DEV-0007,CASE-0955,Recommendation Correct,Approved and threat verified
REC-0733,DEV-0021,CASE-0080,Recommendation Correct,Approved and threat verified
REC-0734,DEV-0214,CASE-0623,Recommendation Correct,Approved and threat verified
REC-0735,DEV-0218,CASE-0645,Recommendation Correct,Approved and threat verified
REC-0736,DEV-0104,CASE-0189,Recommendation Correct,Approved and threat verified
REC-0737,DEV-0145,CASE-0103,Recommendation Correct,Approved and threat verified
REC-0738,DEV-0200,CASE-0916,False Positive,Dismissed; benign root cause confirmed
REC-0739,DEV-0229,CASE-0173,False Positive,Dismissed; benign root cause confirmed
REC-0740,DEV-0242,CASE-0999,Recommendation Correct,Approved and threat verified
REC-0741,DEV-0119,CASE-0191,Recommendation Correct,Approved and threat verified
REC-0742,DEV-0172,CASE-0225,Recommendation Correct,Approved and threat verified
REC-0743,DEV-0045,CASE-0954,Recommendation Incorrect,Overridden after investigation
REC-0744,DEV-0025,CASE-0548,Recommendation Correct,Approved and threat verified
REC-0745,DEV-0106,CASE-0093,Recommendation Correct,Approved and threat verified
REC-0746,DEV-0005,CASE-0183,Recommendation Correct,Approved and threat verified
REC-0747,DEV-0243,CASE-0699,Recommendation Correct,Approved and threat verified
REC-0748,DEV-0233,CASE-0409,Recommendation Correct,Approved and threat verified
REC-0749,DEV-0220,CASE-0333,False Positive,Dismissed; benign root cause confirmed
REC-0750,DEV-0063,CASE-0525,False Negative,Escalated; incident response initiated
REC-0751,DEV-0175,CASE-0954,Recommendation Correct,Approved and threat verified
REC-0752,DEV-0249,CASE-0748,Recommendation Correct,Approved and threat verified
REC-0753,DEV-0048,CASE-0626,Recommendation Correct,Approved and threat verified
REC-0754,DEV-0093,CASE-0680,Recommendation Correct,Approved and threat verified
REC-0755,DEV-0151,CASE-0718,Recommendation Correct,Approved and threat verified
REC-0756,DEV-0059,CASE-0610,Recommendation Incorrect,Overridden after investigation
REC-0757,DEV-0175,CASE-0889,False Positive,Dismissed; benign root cause confirmed
REC-0758,DEV-0155,CASE-0188,Recommendation Correct,Approved and threat verified
REC-0759,DEV-0139,CASE-0954,Recommendation Correct,Approved and threat verified
REC-0760,DEV-0224,CASE-0698,False Positive,Dismissed; benign root cause confirmed
REC-0761,DEV-0067,CASE-0592,False Positive,Dismissed; benign root cause confirmed
REC-0762,DEV-0152,CASE-0330,False Positive,Dismissed; benign root cause confirmed
REC-0763,DEV-0066,CASE-0377,Recommendation Correct,Approved and threat verified
REC-0764,DEV-0234,CASE-0426,Recommendation Correct,Approved and threat verified
REC-0765,DEV-0110,CASE-0174,Recommendation Correct,Approved and threat verified
REC-0766,DEV-0105,CASE-0021,False Negative,Escalated; incident response initiated
REC-0767,DEV-0220,CASE-0398,Recommendation Correct,Approved and threat verified
REC-0768,DEV-0184,CASE-0777,False Positive,Dismissed; benign root cause confirmed
REC-0769,DEV-0078,CASE-0763,Recommendation Correct,Approved and threat verified
REC-0770,DEV-0201,CASE-0855,Recommendation Incorrect,Overridden after investigation
REC-0771,DEV-0094,CASE-0272,Recommendation Correct,Approved and threat verified
REC-0772,DEV-0036,CASE-0587,Recommendation Correct,Approved and threat verified
REC-0773,DEV-0023,CASE-0871,Recommendation Correct,Approved and threat verified
REC-0774,DEV-0049,CASE-0929,Recommendation Correct,Approved and threat verified
REC-0775,DEV-0008,CASE-0176,Recommendation Correct,Approved and threat verified
REC-0776,DEV-0083,CASE-0274,False Positive,Dismissed; benign root cause confirmed
REC-0777,DEV-0013,CASE-0604,Recommendation Correct,Approved and threat verified
REC-0778,DEV-0016,CASE-0189,Recommendation Correct,Approved and threat verified
REC-0779,DEV-0219,CASE-0638,False Positive,Dismissed; benign root cause confirmed
REC-0780,DEV-0023,CASE-0097,False Positive,Dismissed; benign root cause confirmed
REC-0781,DEV-0195,CASE-0047,False Negative,Escalated; incident response initiated
REC-0782,DEV-0184,CASE-0975,Recommendation Correct,Approved and threat verified
REC-0783,DEV-0121,CASE-0254,False Positive,Dismissed; benign root cause confirmed
REC-0784,DEV-0094,CASE-0837,Recommendation Correct,Approved and threat verified
REC-0785,DEV-0131,CASE-0170,Recommendation Correct,Approved and threat verified
REC-0786,DEV-0028,CASE-0033,False Negative,Escalated; incident response initiated
REC-0787,DEV-0154,CASE-0257,Recommendation Correct,Approved and threat verified
REC-0788,DEV-0149,CASE-0113,Recommendation Correct,Approved and threat verified
REC-0789,DEV-0124,CASE-0342,Recommendation Correct,Approved and threat verified
REC-0790,DEV-0207,CASE-0787,Recommendation Correct,Approved and threat verified
REC-0791,DEV-0228,CASE-0851,Recommendation Correct,Approved and threat verified
REC-0792,DEV-0098,CASE-0321,Recommendation Correct,Approved and threat verified
REC-0793,DEV-0157,CASE-0355,Recommendation Correct,Approved and threat verified
REC-0794,DEV-0206,CASE-0811,Recommendation Correct,Approved and threat verified
REC-0795,DEV-0007,CASE-0720,False Positive,Dismissed; benign root cause confirmed
REC-0796,DEV-0101,CASE-0059,Recommendation Correct,Approved and threat verified
REC-0797,DEV-0117,CASE-0853,Recommendation Correct,Approved and threat verified
REC-0798,DEV-0028,CASE-0869,Recommendation Incorrect,Overridden after investigation
REC-0799,DEV-0104,CASE-0757,Recommendation Incorrect,Overridden after investigation
REC-0800,DEV-0058,CASE-0450,Recommendation Correct,Approved and threat verified
REC-0801,DEV-0034,CASE-0391,False Positive,Dismissed; benign root cause confirmed
REC-0802,DEV-0038,CASE-0114,False Positive,Dismissed; benign root cause confirmed
REC-0803,DEV-0045,CASE-0903,Recommendation Correct,Approved and threat verified
REC-0804,DEV-0244,CASE-0235,Recommendation Correct,Approved and threat verified
REC-0805,DEV-0063,CASE-0669,False Positive,Dismissed; benign root cause confirmed
REC-0806,DEV-0216,CASE-0831,Recommendation Correct,Approved and threat verified
REC-0807,DEV-0155,CASE-0397,Recommendation Correct,Approved and threat verified
REC-0808,DEV-0069,CASE-0563,False Negative,Escalated; incident response initiated
REC-0809,DEV-0245,CASE-0585,False Negative,Escalated; incident response initiated
REC-0810,DEV-0092,CASE-0622,Recommendation Correct,Approved and threat verified
REC-0811,DEV-0146,CASE-0009,Recommendation Incorrect,Overridden after investigation
REC-0812,DEV-0218,CASE-0832,Recommendation Incorrect,Overridden after investigation
REC-0813,DEV-0089,CASE-0534,Recommendation Incorrect,Overridden after investigation
REC-0814,DEV-0193,CASE-0682,Recommendation Correct,Approved and threat verified
REC-0815,DEV-0190,CASE-0832,Recommendation Correct,Approved and threat verified
REC-0816,DEV-0145,CASE-0382,Recommendation Correct,Approved and threat verified
REC-0817,DEV-0037,CASE-0504,Recommendation Incorrect,Overridden after investigation
REC-0818,DEV-0170,CASE-0344,False Positive,Dismissed; benign root cause confirmed
REC-0819,DEV-0073,CASE-0840,False Negative,Escalated; incident response initiated
REC-0820,DEV-0239,CASE-0849,False Positive,Dismissed; benign root cause confirmed
REC-0821,DEV-0020,CASE-0938,False Positive,Dismissed; benign root cause confirmed
REC-0822,DEV-0127,CASE-0501,Recommendation Correct,Approved and threat verified
REC-0823,DEV-0222,CASE-0193,False Positive,Dismissed; benign root cause confirmed
REC-0824,DEV-0113,CASE-0867,Recommendation Correct,Approved and threat verified
REC-0825,DEV-0076,CASE-0391,Recommendation Correct,Approved and threat verified
REC-0826,DEV-0051,CASE-0573,False Negative,Escalated; incident response initiated
REC-0827,DEV-0071,CASE-0675,False Positive,Dismissed; benign root cause confirmed
REC-0828,DEV-0075,CASE-0570,Recommendation Correct,Approved and threat verified
REC-0829,DEV-0236,CASE-0182,False Positive,Dismissed; benign root cause confirmed
REC-0830,DEV-0002,CASE-0558,Recommendation Correct,Approved and threat verified
REC-0831,DEV-0122,CASE-0778,Recommendation Correct,Approved and threat verified
REC-0832,DEV-0018,CASE-0040,Recommendation Correct,Approved and threat verified
REC-0833,DEV-0171,CASE-0119,False Negative,Escalated; incident response initiated
REC-0834,DEV-0184,CASE-0204,Recommendation Correct,Approved and threat verified
REC-0835,DEV-0134,CASE-0279,False Positive,Dismissed; benign root cause confirmed
REC-0836,DEV-0186,CASE-0476,Recommendation Correct,Approved and threat verified
REC-0837,DEV-0085,CASE-0133,Recommendation Correct,Approved and threat verified
REC-0838,DEV-0086,CASE-0245,Recommendation Incorrect,Overridden after investigation
REC-0839,DEV-0173,CASE-0259,Recommendation Correct,Approved and threat verified
REC-0840,DEV-0015,CASE-0847,Recommendation Correct,Approved and threat verified
REC-0841,DEV-0164,CASE-0053,False Positive,Dismissed; benign root cause confirmed
REC-0842,DEV-0156,CASE-0533,Recommendation Incorrect,Overridden after investigation
REC-0843,DEV-0068,CASE-0727,False Positive,Dismissed; benign root cause confirmed
REC-0844,DEV-0140,CASE-0665,Recommendation Correct,Approved and threat verified
REC-0845,DEV-0073,CASE-0394,Recommendation Correct,Approved and threat verified
REC-0846,DEV-0128,CASE-0339,Recommendation Correct,Approved and threat verified
REC-0847,DEV-0207,CASE-0285,Recommendation Incorrect,Overridden after investigation
REC-0848,DEV-0247,CASE-0583,Recommendation Correct,Approved and threat verified
REC-0849,DEV-0152,CASE-0728,Recommendation Correct,Approved and threat verified
REC-0850,DEV-0178,CASE-0226,False Negative,Escalated; incident response initiated
REC-0851,DEV-0082,CASE-0474,False Negative,Escalated; incident response initiated
REC-0852,DEV-0186,CASE-0412,Recommendation Correct,Approved and threat verified
REC-0853,DEV-0067,CASE-0583,False Positive,Dismissed; benign root cause confirmed
REC-0854,DEV-0071,CASE-0982,False Positive,Dismissed; benign root cause confirmed
REC-0855,DEV-0176,CASE-0117,False Positive,Dismissed; benign root cause confirmed
REC-0856,DEV-0020,CASE-0914,Recommendation Incorrect,Overridden after investigation
REC-0857,DEV-0205,CASE-0319,False Positive,Dismissed; benign root cause confirmed
REC-0858,DEV-0136,CASE-0940,False Positive,Dismissed; benign root cause confirmed
REC-0859,DEV-0113,CASE-0107,False Negative,Escalated; incident response initiated
REC-0860,DEV-0061,CASE-0826,False Positive,Dismissed; benign root cause confirmed
REC-0861,DEV-0129,CASE-0519,Recommendation Correct,Approved and threat verified
REC-0862,DEV-0103,CASE-0958,False Positive,Dismissed; benign root cause confirmed
REC-0863,DEV-0136,CASE-0320,Recommendation Correct,Approved and threat verified
REC-0864,DEV-0018,CASE-0665,Recommendation Incorrect,Overridden after investigation
REC-0865,DEV-0154,CASE-0668,False Negative,Escalated; incident response initiated
REC-0866,DEV-0190,CASE-0402,Recommendation Correct,Approved and threat verified
REC-0867,DEV-0033,CASE-0952,Recommendation Correct,Approved and threat verified
REC-0868,DEV-0246,CASE-0186,False Negative,Escalated; incident response initiated
REC-0869,DEV-0079,CASE-0563,Recommendation Incorrect,Overridden after investigation
REC-0870,DEV-0028,CASE-0944,Recommendation Correct,Approved and threat verified
REC-0871,DEV-0079,CASE-0794,False Positive,Dismissed; benign root cause confirmed
REC-0872,DEV-0219,CASE-0463,Recommendation Correct,Approved and threat verified
REC-0873,DEV-0241,CASE-0167,Recommendation Correct,Approved and threat verified
REC-0874,DEV-0244,CASE-0841,Recommendation Incorrect,Overridden after investigation
REC-0875,DEV-0248,CASE-0512,Recommendation Correct,Approved and threat verified
REC-0876,DEV-0036,CASE-0275,Recommendation Correct,Approved and threat verified
REC-0877,DEV-0112,CASE-0736,Recommendation Incorrect,Overridden after investigation
REC-0878,DEV-0003,CASE-0916,Recommendation Correct,Approved and threat verified
REC-0879,DEV-0186,CASE-0382,False Positive,Dismissed; benign root cause confirmed
REC-0880,DEV-0072,CASE-0334,False Positive,Dismissed; benign root cause confirmed
REC-0881,DEV-0228,CASE-0928,False Negative,Escalated; incident response initiated
REC-0882,DEV-0087,CASE-0922,False Negative,Escalated; incident response initiated
REC-0883,DEV-0001,CASE-0983,False Positive,Dismissed; benign root cause confirmed
REC-0884,DEV-0074,CASE-0856,False Negative,Escalated; incident response initiated
REC-0885,DEV-0058,CASE-0835,False Positive,Dismissed; benign root cause confirmed
REC-0886,DEV-0246,CASE-0939,Recommendation Incorrect,Overridden after investigation
REC-0887,DEV-0057,CASE-0912,Recommendation Correct,Approved and threat verified
REC-0888,DEV-0150,CASE-0807,False Negative,Escalated; incident response initiated
REC-0889,DEV-0205,CASE-0287,False Positive,Dismissed; benign root cause confirmed
REC-0890,DEV-0031,CASE-0509,False Negative,Escalated; incident response initiated
REC-0891,DEV-0077,CASE-0221,False Positive,Dismissed; benign root cause confirmed
REC-0892,DEV-0032,CASE-0748,Recommendation Correct,Approved and threat verified
REC-0893,DEV-0051,CASE-0531,False Negative,Escalated; incident response initiated
REC-0894,DEV-0239,CASE-0114,False Positive,Dismissed; benign root cause confirmed
REC-0895,DEV-0148,CASE-0934,False Positive,Dismissed; benign root cause confirmed
REC-0896,DEV-0145,CASE-0611,False Positive,Dismissed; benign root cause confirmed
REC-0897,DEV-0180,CASE-0898,Recommendation Correct,Approved and threat verified
REC-0898,DEV-0090,CASE-0254,Recommendation Correct,Approved and threat verified
REC-0899,DEV-0153,CASE-0806,Recommendation Correct,Approved and threat verified
REC-0900,DEV-0024,CASE-0128,Recommendation Correct,Approved and threat verified
REC-0901,DEV-0090,CASE-0174,Recommendation Correct,Approved and threat verified
REC-0902,DEV-0205,CASE-0881,Recommendation Correct,Approved and threat verified
REC-0903,DEV-0137,CASE-0661,False Positive,Dismissed; benign root cause confirmed
REC-0904,DEV-0019,CASE-0582,Recommendation Correct,Approved and threat verified
REC-0905,DEV-0102,CASE-0444,Recommendation Correct,Approved and threat verified
REC-0906,DEV-0100,CASE-0205,Recommendation Correct,Approved and threat verified
REC-0907,DEV-0093,CASE-0088,Recommendation Incorrect,Overridden after investigation
REC-0908,DEV-0187,CASE-0855,Recommendation Incorrect,Overridden after investigation
REC-0909,DEV-0198,CASE-0421,Recommendation Correct,Approved and threat verified
REC-0910,DEV-0188,CASE-0579,Recommendation Correct,Approved and threat verified
REC-0911,DEV-0195,CASE-0963,False Positive,Dismissed; benign root cause confirmed
REC-0912,DEV-0048,CASE-0579,Recommendation Correct,Approved and threat verified
REC-0913,DEV-0003,CASE-0491,Recommendation Correct,Approved and threat verified
REC-0914,DEV-0030,CASE-0034,Recommendation Correct,Approved and threat verified
REC-0915,DEV-0111,CASE-0373,Recommendation Correct,Approved and threat verified
REC-0916,DEV-0194,CASE-0993,Recommendation Incorrect,Overridden after investigation
REC-0917,DEV-0012,CASE-0682,Recommendation Incorrect,Overridden after investigation
REC-0918,DEV-0046,CASE-0331,Recommendation Correct,Approved and threat verified
REC-0919,DEV-0142,CASE-0926,Recommendation Incorrect,Overridden after investigation
REC-0920,DEV-0045,CASE-0412,False Negative,Escalated; incident response initiated
REC-0921,DEV-0152,CASE-0306,Recommendation Correct,Approved and threat verified
REC-0922,DEV-0106,CASE-0163,Recommendation Correct,Approved and threat verified
REC-0923,DEV-0007,CASE-0888,Recommendation Incorrect,Overridden after investigation
REC-0924,DEV-0013,CASE-0216,False Positive,Dismissed; benign root cause confirmed
REC-0925,DEV-0055,CASE-0954,Recommendation Correct,Approved and threat verified
REC-0926,DEV-0185,CASE-0584,Recommendation Correct,Approved and threat verified
REC-0927,DEV-0156,CASE-0133,Recommendation Correct,Approved and threat verified
REC-0928,DEV-0218,CASE-0380,False Positive,Dismissed; benign root cause confirmed
REC-0929,DEV-0089,CASE-0369,Recommendation Correct,Approved and threat verified
REC-0930,DEV-0127,CASE-0077,False Positive,Dismissed; benign root cause confirmed
REC-0931,DEV-0172,CASE-0921,Recommendation Correct,Approved and threat verified
REC-0932,DEV-0149,CASE-0856,Recommendation Correct,Approved and threat verified
REC-0933,DEV-0236,CASE-0546,Recommendation Correct,Approved and threat verified
REC-0934,DEV-0115,CASE-0370,False Positive,Dismissed; benign root cause confirmed
REC-0935,DEV-0022,CASE-0037,Recommendation Correct,Approved and threat verified
REC-0936,DEV-0022,CASE-0316,Recommendation Correct,Approved and threat verified
REC-0937,DEV-0115,CASE-0218,Recommendation Correct,Approved and threat verified
REC-0938,DEV-0012,CASE-0248,Recommendation Incorrect,Overridden after investigation
REC-0939,DEV-0148,CASE-0732,Recommendation Incorrect,Overridden after investigation
REC-0940,DEV-0116,CASE-0344,False Negative,Escalated; incident response initiated
REC-0941,DEV-0176,CASE-0552,Recommendation Correct,Approved and threat verified
REC-0942,DEV-0119,CASE-0864,Recommendation Correct,Approved and threat verified
REC-0943,DEV-0240,CASE-0163,Recommendation Correct,Approved and threat verified
REC-0944,DEV-0024,CASE-0005,Recommendation Correct,Approved and threat verified
REC-0945,DEV-0023,CASE-0217,Recommendation Correct,Approved and threat verified
REC-0946,DEV-0178,CASE-0728,False Positive,Dismissed; benign root cause confirmed
REC-0947,DEV-0211,CASE-0099,Recommendation Incorrect,Overridden after investigation
REC-0948,DEV-0036,CASE-0264,False Negative,Escalated; incident response initiated
REC-0949,DEV-0053,CASE-0224,Recommendation Correct,Approved and threat verified
REC-0950,DEV-0115,CASE-0698,False Positive,Dismissed; benign root cause confirmed
REC-0951,DEV-0100,CASE-0944,Recommendation Correct,Approved and threat verified
REC-0952,DEV-0245,CASE-0618,Recommendation Correct,Approved and threat verified
REC-0953,DEV-0141,CASE-0049,Recommendation Incorrect,Overridden after investigation
REC-0954,DEV-0038,CASE-0491,Recommendation Correct,Approved and threat verified
REC-0955,DEV-0072,CASE-0409,Recommendation Correct,Approved and threat verified
REC-0956,DEV-0136,CASE-0175,Recommendation Correct,Approved and threat verified
REC-0957,DEV-0248,CASE-0480,Recommendation Correct,Approved and threat verified
REC-0958,DEV-0113,CASE-0269,Recommendation Incorrect,Overridden after investigation
REC-0959,DEV-0001,CASE-0901,False Negative,Escalated; incident response initiated
REC-0960,DEV-0042,CASE-0385,Recommendation Correct,Approved and threat verified
REC-0961,DEV-0052,CASE-0219,Recommendation Correct,Approved and threat verified
REC-0962,DEV-0189,CASE-0884,False Positive,Dismissed; benign root cause confirmed
REC-0963,DEV-0163,CASE-0704,False Negative,Escalated; incident response initiated
REC-0964,DEV-0034,CASE-0305,Recommendation Correct,Approved and threat verified
REC-0965,DEV-0003,CASE-0245,Recommendation Correct,Approved and threat verified
REC-0966,DEV-0128,CASE-0208,False Negative,Escalated; incident response initiated
REC-0967,DEV-0099,CASE-0511,Recommendation Incorrect,Overridden after investigation
REC-0968,DEV-0177,CASE-0163,Recommendation Incorrect,Overridden after investigation
REC-0969,DEV-0181,CASE-0932,False Positive,Dismissed; benign root cause confirmed
REC-0970,DEV-0145,CASE-0758,False Positive,Dismissed; benign root cause confirmed
REC-0971,DEV-0149,CASE-0824,False Positive,Dismissed; benign root cause confirmed
REC-0972,DEV-0097,CASE-0181,Recommendation Correct,Approved and threat verified
REC-0973,DEV-0027,CASE-0706,False Positive,Dismissed; benign root cause confirmed
REC-0974,DEV-0118,CASE-0721,Recommendation Correct,Approved and threat verified
REC-0975,DEV-0180,CASE-0246,Recommendation Correct,Approved and threat verified
REC-0976,DEV-0053,CASE-0808,Recommendation Correct,Approved and threat verified
REC-0977,DEV-0150,CASE-0133,Recommendation Correct,Approved and threat verified
REC-0978,DEV-0090,CASE-0347,Recommendation Correct,Approved and threat verified
REC-0979,DEV-0058,CASE-0624,False Positive,Dismissed; benign root cause confirmed
REC-0980,DEV-0207,CASE-0104,Recommendation Correct,Approved and threat verified
REC-0981,DEV-0138,CASE-0517,Recommendation Correct,Approved and threat verified
REC-0982,DEV-0023,CASE-0761,Recommendation Correct,Approved and threat verified
REC-0983,DEV-0200,CASE-0242,Recommendation Correct,Approved and threat verified
REC-0984,DEV-0230,CASE-0363,False Positive,Dismissed; benign root cause confirmed
REC-0985,DEV-0002,CASE-0306,Recommendation Correct,Approved and threat verified
REC-0986,DEV-0249,CASE-0314,False Negative,Escalated; incident response initiated
REC-0987,DEV-0236,CASE-0167,Recommendation Correct,Approved and threat verified
REC-0988,DEV-0116,CASE-0063,False Positive,Dismissed; benign root cause confirmed
REC-0989,DEV-0041,CASE-0016,False Positive,Dismissed; benign root cause confirmed
REC-0990,DEV-0082,CASE-0346,False Negative,Escalated; incident response initiated
REC-0991,DEV-0033,CASE-0959,Recommendation Correct,Approved and threat verified
REC-0992,DEV-0182,CASE-0990,Recommendation Correct,Approved and threat verified
REC-0993,DEV-0015,CASE-0416,Recommendation Incorrect,Overridden after investigation
REC-0994,DEV-0135,CASE-0997,False Negative,Escalated; incident response initiated
REC-0995,DEV-0099,CASE-0744,Recommendation Correct,Approved and threat verified
REC-0996,DEV-0129,CASE-0560,Recommendation Correct,Approved and threat verified
REC-0997,DEV-0100,CASE-0076,Recommendation Correct,Approved and threat verified
REC-0998,DEV-0021,CASE-0580,Recommendation Correct,Approved and threat verified
REC-0999,DEV-0134,CASE-0694,Recommendation Correct,Approved and threat verified
REC-1000,DEV-0242,CASE-0715,False Positive,Dismissed; benign root cause confirmed
