recommendation_id,device_id,case_id,if_approved_threat_contained,if_approved_device_isolated,if_approved_user_impact,if_dismissed_malware_spread,if_dismissed_security_risk,if_dismissed_business_impact
REC-0495,DEV-0075,CASE-0495,Threat contained and lateral movement prevented,DEV-0075-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0496,DEV-0172,CASE-0496,Threat contained and lateral movement prevented,DEV-0172-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0497,DEV-0019,CASE-0497,Threat contained and lateral movement prevented,DEV-0019-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0498,DEV-0052,CASE-0498,Threat contained and lateral movement prevented,DEV-0052-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0499,DEV-0006,CASE-0499,Threat contained and lateral movement prevented,DEV-0006-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0500,DEV-0220,CASE-0500,Threat contained and lateral movement prevented,DEV-0220-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0501,DEV-0067,CASE-0501,Threat contained and lateral movement prevented,DEV-0067-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0502,DEV-0203,CASE-0502,Threat contained and lateral movement prevented,DEV-0203-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0503,DEV-0178,CASE-0503,Threat contained and lateral movement prevented,DEV-0178-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0504,DEV-0011,CASE-0504,Threat contained and lateral movement prevented,DEV-0011-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0505,DEV-0130,CASE-0505,Threat contained and lateral movement prevented,DEV-0130-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0506,DEV-0104,CASE-0506,Threat contained and lateral movement prevented,DEV-0104-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0507,DEV-0127,CASE-0507,Threat contained and lateral movement prevented,DEV-0127-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0508,DEV-0080,CASE-0508,Threat contained and lateral movement prevented,DEV-0080-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0509,DEV-0234,CASE-0509,Threat contained and lateral movement prevented,DEV-0234-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0510,DEV-0034,CASE-0510,Threat contained and lateral movement prevented,DEV-0034-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0511,DEV-0211,CASE-0511,Threat contained and lateral movement prevented,DEV-0211-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0512,DEV-0030,CASE-0512,Threat contained and lateral movement prevented,DEV-0030-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0513,DEV-0035,CASE-0513,Threat contained and lateral movement prevented,DEV-0035-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0514,DEV-0119,CASE-0514,Threat contained and lateral movement prevented,DEV-0119-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0515,DEV-0048,CASE-0515,Threat contained and lateral movement prevented,DEV-0048-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0516,DEV-0015,CASE-0516,Threat contained and lateral movement prevented,DEV-0015-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0517,DEV-0223,CASE-0517,Threat contained and lateral movement prevented,DEV-0223-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0518,DEV-0178,CASE-0518,Threat contained and lateral movement prevented,DEV-0178-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0519,DEV-0074,CASE-0519,Threat contained and lateral movement prevented,DEV-0074-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0520,DEV-0239,CASE-0520,Threat contained and lateral movement prevented,DEV-0239-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0521,DEV-0078,CASE-0521,Threat contained and lateral movement prevented,DEV-0078-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0522,DEV-0022,CASE-0522,Threat contained and lateral movement prevented,DEV-0022-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0523,DEV-0182,CASE-0523,Threat contained and lateral movement prevented,DEV-0182-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0524,DEV-0075,CASE-0524,Threat contained and lateral movement prevented,DEV-0075-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0525,DEV-0186,CASE-0525,Threat contained and lateral movement prevented,DEV-0186-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0526,DEV-0094,CASE-0526,Threat contained and lateral movement prevented,DEV-0094-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0527,DEV-0139,CASE-0527,Threat contained and lateral movement prevented,DEV-0139-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0528,DEV-0028,CASE-0528,Threat contained and lateral movement prevented,DEV-0028-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0529,DEV-0008,CASE-0529,Threat contained and lateral movement prevented,DEV-0008-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0530,DEV-0206,CASE-0530,Threat contained and lateral movement prevented,DEV-0206-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0531,DEV-0150,CASE-0531,Threat contained and lateral movement prevented,DEV-0150-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0532,DEV-0131,CASE-0532,Threat contained and lateral movement prevented,DEV-0131-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0533,DEV-0227,CASE-0533,Threat contained and lateral movement prevented,DEV-0227-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0534,DEV-0051,CASE-0534,Threat contained and lateral movement prevented,DEV-0051-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0535,DEV-0100,CASE-0535,Threat contained and lateral movement prevented,DEV-0100-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0536,DEV-0190,CASE-0536,Threat contained and lateral movement prevented,DEV-0190-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0537,DEV-0014,CASE-0537,Threat contained and lateral movement prevented,DEV-0014-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0538,DEV-0068,CASE-0538,Threat contained and lateral movement prevented,DEV-0068-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0539,DEV-0152,CASE-0539,Threat contained and lateral movement prevented,DEV-0152-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0540,DEV-0104,CASE-0540,Threat contained and lateral movement prevented,DEV-0104-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0541,DEV-0101,CASE-0541,Threat contained and lateral movement prevented,DEV-0101-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0542,DEV-0242,CASE-0542,Threat contained and lateral movement prevented,DEV-0242-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0543,DEV-0095,CASE-0543,Threat contained and lateral movement prevented,DEV-0095-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0544,DEV-0134,CASE-0544,Threat contained and lateral movement prevented,DEV-0134-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0545,DEV-0149,CASE-0545,Threat contained and lateral movement prevented,DEV-0149-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0546,DEV-0074,CASE-0546,Threat contained and lateral movement prevented,DEV-0074-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0547,DEV-0165,CASE-0547,Threat contained and lateral movement prevented,DEV-0165-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0548,DEV-0048,CASE-0548,Threat contained and lateral movement prevented,DEV-0048-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0549,DEV-0221,CASE-0549,Threat contained and lateral movement prevented,DEV-0221-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0550,DEV-0002,CASE-0550,Threat contained and lateral movement prevented,DEV-0002-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0551,DEV-0062,CASE-0551,Threat contained and lateral movement prevented,DEV-0062-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0552,DEV-0186,CASE-0552,Threat contained and lateral movement prevented,DEV-0186-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0553,DEV-0220,CASE-0553,Threat contained and lateral movement prevented,DEV-0220-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0554,DEV-0049,CASE-0554,Threat contained and lateral movement prevented,DEV-0049-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0555,DEV-0209,CASE-0555,Threat contained and lateral movement prevented,DEV-0209-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0556,DEV-0126,CASE-0556,Threat contained and lateral movement prevented,DEV-0126-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0557,DEV-0061,CASE-0557,Threat contained and lateral movement prevented,DEV-0061-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0558,DEV-0117,CASE-0558,Threat contained and lateral movement prevented,DEV-0117-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0559,DEV-0248,CASE-0559,Threat contained and lateral movement prevented,DEV-0248-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0560,DEV-0126,CASE-0560,Threat contained and lateral movement prevented,DEV-0126-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0561,DEV-0242,CASE-0561,Threat contained and lateral movement prevented,DEV-0242-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0562,DEV-0107,CASE-0562,Threat contained and lateral movement prevented,DEV-0107-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0563,DEV-0055,CASE-0563,Threat contained and lateral movement prevented,DEV-0055-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0564,DEV-0181,CASE-0564,Threat contained and lateral movement prevented,DEV-0181-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0565,DEV-0211,CASE-0565,Threat contained and lateral movement prevented,DEV-0211-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0566,DEV-0229,CASE-0566,Threat contained and lateral movement prevented,DEV-0229-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0567,DEV-0078,CASE-0567,Threat contained and lateral movement prevented,DEV-0078-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0568,DEV-0138,CASE-0568,Threat contained and lateral movement prevented,DEV-0138-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0569,DEV-0061,CASE-0569,Threat contained and lateral movement prevented,DEV-0061-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0570,DEV-0161,CASE-0570,Threat contained and lateral movement prevented,DEV-0161-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0571,DEV-0031,CASE-0571,Threat contained and lateral movement prevented,DEV-0031-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0572,DEV-0130,CASE-0572,Threat contained and lateral movement prevented,DEV-0130-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0573,DEV-0017,CASE-0573,Threat contained and lateral movement prevented,DEV-0017-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0574,DEV-0224,CASE-0574,Threat contained and lateral movement prevented,DEV-0224-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0575,DEV-0080,CASE-0575,Threat contained and lateral movement prevented,DEV-0080-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0576,DEV-0204,CASE-0576,Threat contained and lateral movement prevented,DEV-0204-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0577,DEV-0111,CASE-0577,Threat contained and lateral movement prevented,DEV-0111-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0578,DEV-0144,CASE-0578,Threat contained and lateral movement prevented,DEV-0144-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0579,DEV-0029,CASE-0579,Threat contained and lateral movement prevented,DEV-0029-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0580,DEV-0041,CASE-0580,Threat contained and lateral movement prevented,DEV-0041-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0581,DEV-0059,CASE-0581,Threat contained and lateral movement prevented,DEV-0059-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0582,DEV-0010,CASE-0582,Threat contained and lateral movement prevented,DEV-0010-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0583,DEV-0215,CASE-0583,Threat contained and lateral movement prevented,DEV-0215-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0584,DEV-0003,CASE-0584,Threat contained and lateral movement prevented,DEV-0003-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0585,DEV-0054,CASE-0585,Threat contained and lateral movement prevented,DEV-0054-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0586,DEV-0077,CASE-0586,Threat contained and lateral movement prevented,DEV-0077-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0587,DEV-0090,CASE-0587,Threat contained and lateral movement prevented,DEV-0090-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0588,DEV-0116,CASE-0588,Threat contained and lateral movement prevented,DEV-0116-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0589,DEV-0070,CASE-0589,Threat contained and lateral movement prevented,DEV-0070-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0590,DEV-0065,CASE-0590,Threat contained and lateral movement prevented,DEV-0065-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0591,DEV-0175,CASE-0591,Threat contained and lateral movement prevented,DEV-0175-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0592,DEV-0070,CASE-0592,Threat contained and lateral movement prevented,DEV-0070-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0593,DEV-0121,CASE-0593,Threat contained and lateral movement prevented,DEV-0121-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0594,DEV-0071,CASE-0594,Threat contained and lateral movement prevented,DEV-0071-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0595,DEV-0175,CASE-0595,Threat contained and lateral movement prevented,DEV-0175-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0596,DEV-0045,CASE-0596,Threat contained and lateral movement prevented,DEV-0045-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0597,DEV-0172,CASE-0597,Threat contained and lateral movement prevented,DEV-0172-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0598,DEV-0150,CASE-0598,Threat contained and lateral movement prevented,DEV-0150-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0599,DEV-0112,CASE-0599,Threat contained and lateral movement prevented,DEV-0112-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0600,DEV-0083,CASE-0600,Threat contained and lateral movement prevented,DEV-0083-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0601,DEV-0001,CASE-0601,Threat contained and lateral movement prevented,DEV-0001-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0602,DEV-0245,CASE-0602,Threat contained and lateral movement prevented,DEV-0245-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0603,DEV-0177,CASE-0603,Threat contained and lateral movement prevented,DEV-0177-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0604,DEV-0222,CASE-0604,Threat contained and lateral movement prevented,DEV-0222-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0605,DEV-0158,CASE-0605,Threat contained and lateral movement prevented,DEV-0158-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0606,DEV-0191,CASE-0606,Threat contained and lateral movement prevented,DEV-0191-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
