recommendation_id,device_id,case_id,past_similar_cases,correct_recommendations,incorrect_recommendations,historical_reliability_score,known_weaknesses
REC-0493,DEV-0177,CASE-0493,26,47,1,97.9,Struggles with executive device context; Elevated false positives during patch windows; Over-flags Linux devices
REC-0494,DEV-0122,CASE-0494,17,41,2,95.3,Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0495,DEV-0075,CASE-0495,115,53,1,98.1,Struggles with executive device context; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0496,DEV-0172,CASE-0496,60,46,0,100.0,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0497,DEV-0019,CASE-0497,54,78,2,97.5,Struggles with executive device context
REC-0498,DEV-0052,CASE-0498,71,61,2,96.8,Elevated false positives during patch windows; Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0499,DEV-0006,CASE-0499,101,57,2,96.6,Elevated false positives during patch windows; Over-flags Linux devices
REC-0500,DEV-0220,CASE-0500,31,24,0,100.0,Elevated false positives during patch windows; Struggles with executive device context
REC-0501,DEV-0067,CASE-0501,16,33,1,97.1,Over-flags Linux devices; Struggles with executive device context
REC-0502,DEV-0203,CASE-0502,40,41,2,95.3,Struggles with executive device context
REC-0503,DEV-0178,CASE-0503,111,55,1,98.2,Struggles with executive device context
REC-0504,DEV-0011,CASE-0504,59,24,0,100.0,Less reliable on previously unseen device models; Struggles with executive device context
REC-0505,DEV-0130,CASE-0505,31,77,3,96.2,Elevated false positives during patch windows; Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments
REC-0506,DEV-0104,CASE-0506,87,23,1,95.8,Less reliable on previously unseen device models; Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0507,DEV-0127,CASE-0507,118,42,2,95.5,Reduced accuracy on staging environments; Struggles with executive device context; Overweights failed login signals on shared kiosks
REC-0508,DEV-0080,CASE-0508,116,56,1,98.2,Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments
REC-0509,DEV-0234,CASE-0509,108,57,1,98.3,Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0510,DEV-0034,CASE-0510,63,59,3,95.2,Elevated false positives during patch windows; Limited visibility during VPN outages; Over-flags Linux devices
REC-0511,DEV-0211,CASE-0511,51,77,1,98.7,Struggles with executive device context; Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0512,DEV-0030,CASE-0512,23,51,3,94.4,Limited visibility during VPN outages
REC-0513,DEV-0035,CASE-0513,58,53,2,96.4,Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0514,DEV-0119,CASE-0514,42,54,1,98.2,Limited visibility during VPN outages; Reduced accuracy on staging environments; Elevated false positives during patch windows
REC-0515,DEV-0048,CASE-0515,64,38,0,100.0,Reduced accuracy on staging environments; Over-flags Linux devices
REC-0516,DEV-0015,CASE-0516,80,70,3,95.9,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0517,DEV-0223,CASE-0517,36,48,2,96.0,Limited visibility during VPN outages; Over-flags Linux devices
REC-0518,DEV-0178,CASE-0518,77,28,1,96.6,Limited visibility during VPN outages; Elevated false positives during patch windows; Struggles with executive device context
REC-0519,DEV-0074,CASE-0519,102,41,3,93.2,Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0520,DEV-0239,CASE-0520,79,23,0,100.0,Elevated false positives during patch windows; Struggles with executive device context
REC-0521,DEV-0078,CASE-0521,44,21,0,100.0,Overweights failed login signals on shared kiosks; Limited visibility during VPN outages
REC-0522,DEV-0022,CASE-0522,63,39,1,97.5,Struggles with executive device context; Elevated false positives during patch windows; Limited visibility during VPN outages
REC-0523,DEV-0182,CASE-0523,94,50,1,98.0,Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0524,DEV-0075,CASE-0524,75,73,2,97.3,Overweights failed login signals on shared kiosks
REC-0525,DEV-0186,CASE-0525,80,45,0,100.0,Less reliable on previously unseen device models; Struggles with executive device context
REC-0526,DEV-0094,CASE-0526,70,32,2,94.1,Struggles with executive device context; Elevated false positives during patch windows
REC-0527,DEV-0139,CASE-0527,88,61,3,95.3,Less reliable on previously unseen device models; Over-flags Linux devices
REC-0528,DEV-0028,CASE-0528,35,46,1,97.9,Reduced accuracy on staging environments; Elevated false positives during patch windows; Over-flags Linux devices
REC-0529,DEV-0008,CASE-0529,98,79,5,94.0,Over-flags Linux devices; Elevated false positives during patch windows
REC-0530,DEV-0206,CASE-0530,31,41,0,100.0,Over-flags Linux devices; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0531,DEV-0150,CASE-0531,111,57,0,100.0,Reduced accuracy on staging environments; Over-flags Linux devices; Elevated false positives during patch windows
REC-0532,DEV-0131,CASE-0532,45,69,4,94.5,Less reliable on previously unseen device models; Limited visibility during VPN outages
REC-0533,DEV-0227,CASE-0533,111,25,0,100.0,Elevated false positives during patch windows
REC-0534,DEV-0051,CASE-0534,23,46,0,100.0,Less reliable on previously unseen device models; Elevated false positives during patch windows; Limited visibility during VPN outages
REC-0535,DEV-0100,CASE-0535,74,64,3,95.5,Limited visibility during VPN outages
REC-0536,DEV-0190,CASE-0536,103,41,2,95.3,Over-flags Linux devices; Elevated false positives during patch windows; Overweights failed login signals on shared kiosks
REC-0537,DEV-0014,CASE-0537,89,72,3,96.0,Over-flags Linux devices
REC-0538,DEV-0068,CASE-0538,31,57,0,100.0,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0539,DEV-0152,CASE-0539,118,53,3,94.6,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0540,DEV-0104,CASE-0540,90,24,1,96.0,Struggles with executive device context; Less reliable on previously unseen device models
REC-0541,DEV-0101,CASE-0541,82,34,2,94.4,Over-flags Linux devices; Elevated false positives during patch windows; Struggles with executive device context
REC-0542,DEV-0242,CASE-0542,104,74,2,97.4,Over-flags Linux devices
REC-0543,DEV-0095,CASE-0543,62,63,2,96.9,Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0544,DEV-0134,CASE-0544,99,46,1,97.9,Less reliable on previously unseen device models; Over-flags Linux devices
REC-0545,DEV-0149,CASE-0545,81,27,0,100.0,Elevated false positives during patch windows; Reduced accuracy on staging environments
REC-0546,DEV-0074,CASE-0546,59,40,0,100.0,Struggles with executive device context; Reduced accuracy on staging environments
REC-0547,DEV-0165,CASE-0547,58,23,1,95.8,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks; Struggles with executive device context
REC-0548,DEV-0048,CASE-0548,102,52,3,94.5,Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0549,DEV-0221,CASE-0549,58,40,0,100.0,Struggles with executive device context; Less reliable on previously unseen device models; Over-flags Linux devices
REC-0550,DEV-0002,CASE-0550,49,35,1,97.2,Struggles with executive device context; Reduced accuracy on staging environments
REC-0551,DEV-0062,CASE-0551,97,73,1,98.6,Over-flags Linux devices
REC-0552,DEV-0186,CASE-0552,44,34,2,94.4,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0553,DEV-0220,CASE-0553,53,39,1,97.5,Elevated false positives during patch windows
REC-0554,DEV-0049,CASE-0554,22,76,2,97.4,Over-flags Linux devices
REC-0555,DEV-0209,CASE-0555,74,75,0,100.0,Struggles with executive device context; Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0556,DEV-0126,CASE-0556,57,51,1,98.1,Struggles with executive device context; Elevated false positives during patch windows; Reduced accuracy on staging environments
REC-0557,DEV-0061,CASE-0557,55,59,2,96.7,Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0558,DEV-0117,CASE-0558,60,58,0,100.0,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0559,DEV-0248,CASE-0559,112,78,5,94.0,Reduced accuracy on staging environments; Elevated false positives during patch windows; Over-flags Linux devices
REC-0560,DEV-0126,CASE-0560,75,78,5,94.0,Reduced accuracy on staging environments; Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0561,DEV-0242,CASE-0561,33,55,4,93.2,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Struggles with executive device context
REC-0562,DEV-0107,CASE-0562,39,76,4,95.0,Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0563,DEV-0055,CASE-0563,111,36,2,94.7,Over-flags Linux devices
REC-0564,DEV-0181,CASE-0564,119,36,0,100.0,Elevated false positives during patch windows; Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0565,DEV-0211,CASE-0565,81,51,1,98.1,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0566,DEV-0229,CASE-0566,114,31,2,93.9,Elevated false positives during patch windows; Less reliable on previously unseen device models
REC-0567,DEV-0078,CASE-0567,50,55,2,96.5,Struggles with executive device context
REC-0568,DEV-0138,CASE-0568,36,73,0,100.0,Limited visibility during VPN outages
REC-0569,DEV-0061,CASE-0569,30,61,0,100.0,Less reliable on previously unseen device models
REC-0570,DEV-0161,CASE-0570,85,36,2,94.7,Reduced accuracy on staging environments
REC-0571,DEV-0031,CASE-0571,96,29,0,100.0,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Limited visibility during VPN outages
REC-0572,DEV-0130,CASE-0572,37,77,2,97.5,Over-flags Linux devices; Struggles with executive device context
REC-0573,DEV-0017,CASE-0573,46,34,1,97.1,Struggles with executive device context; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0574,DEV-0224,CASE-0574,85,42,1,97.7,Struggles with executive device context; Limited visibility during VPN outages
REC-0575,DEV-0080,CASE-0575,60,37,0,100.0,Less reliable on previously unseen device models
REC-0576,DEV-0204,CASE-0576,105,36,1,97.3,Over-flags Linux devices; Limited visibility during VPN outages
REC-0577,DEV-0111,CASE-0577,114,41,1,97.6,Elevated false positives during patch windows
REC-0578,DEV-0144,CASE-0578,108,55,0,100.0,Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models
REC-0579,DEV-0029,CASE-0579,44,31,1,96.9,Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0580,DEV-0041,CASE-0580,50,54,0,100.0,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0581,DEV-0059,CASE-0581,39,69,1,98.6,Over-flags Linux devices
REC-0582,DEV-0010,CASE-0582,41,79,1,98.8,Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0583,DEV-0215,CASE-0583,29,73,6,92.4,Elevated false positives during patch windows
REC-0584,DEV-0003,CASE-0584,103,34,1,97.1,Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0585,DEV-0054,CASE-0585,116,30,1,96.8,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0586,DEV-0077,CASE-0586,37,25,0,100.0,Struggles with executive device context; Over-flags Linux devices; Reduced accuracy on staging environments
REC-0587,DEV-0090,CASE-0587,52,59,4,93.7,Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0588,DEV-0116,CASE-0588,15,59,4,93.7,Elevated false positives during patch windows
REC-0589,DEV-0070,CASE-0589,24,72,1,98.6,Overweights failed login signals on shared kiosks; Over-flags Linux devices; Struggles with executive device context
REC-0590,DEV-0065,CASE-0590,17,47,1,97.9,Over-flags Linux devices; Struggles with executive device context; Reduced accuracy on staging environments
REC-0591,DEV-0175,CASE-0591,84,42,0,100.0,Over-flags Linux devices; Limited visibility during VPN outages; Struggles with executive device context
REC-0592,DEV-0070,CASE-0592,66,50,4,92.6,Struggles with executive device context
REC-0593,DEV-0121,CASE-0593,53,67,4,94.4,Over-flags Linux devices; Reduced accuracy on staging environments
REC-0594,DEV-0071,CASE-0594,95,74,3,96.1,Struggles with executive device context; Reduced accuracy on staging environments
REC-0595,DEV-0175,CASE-0595,65,55,3,94.8,Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0596,DEV-0045,CASE-0596,115,27,1,96.4,Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0597,DEV-0172,CASE-0597,63,31,0,100.0,Struggles with executive device context
REC-0598,DEV-0150,CASE-0598,29,73,4,94.8,Over-flags Linux devices; Elevated false positives during patch windows
REC-0599,DEV-0112,CASE-0599,55,23,1,95.8,Over-flags Linux devices; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0600,DEV-0083,CASE-0600,62,28,0,100.0,Elevated false positives during patch windows; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0601,DEV-0001,CASE-0601,86,24,1,96.0,Over-flags Linux devices; Elevated false positives during patch windows; Less reliable on previously unseen device models
REC-0602,DEV-0245,CASE-0602,16,36,1,97.3,Reduced accuracy on staging environments
REC-0603,DEV-0177,CASE-0603,24,44,1,97.8,Less reliable on previously unseen device models; Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0604,DEV-0222,CASE-0604,70,25,0,100.0,Reduced accuracy on staging environments
REC-0605,DEV-0158,CASE-0605,61,46,1,97.9,Less reliable on previously unseen device models; Over-flags Linux devices; Reduced accuracy on staging environments
REC-0606,DEV-0191,CASE-0606,29,34,2,94.4,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0607,DEV-0158,CASE-0607,63,35,0,100.0,Less reliable on previously unseen device models; Struggles with executive device context; Over-flags Linux devices
REC-0608,DEV-0236,CASE-0608,88,22,1,95.7,Over-flags Linux devices
REC-0609,DEV-0162,CASE-0609,112,24,0,100.0,Struggles with executive device context; Less reliable on previously unseen device models
REC-0610,DEV-0012,CASE-0610,59,68,5,93.2,Less reliable on previously unseen device models
REC-0611,DEV-0077,CASE-0611,107,37,1,97.4,Less reliable on previously unseen device models
REC-0612,DEV-0187,CASE-0612,73,40,3,93.0,Over-flags Linux devices; Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0613,DEV-0042,CASE-0613,49,51,1,98.1,Over-flags Linux devices; Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0614,DEV-0154,CASE-0614,22,67,2,97.1,Struggles with executive device context; Elevated false positives during patch windows
REC-0615,DEV-0250,CASE-0615,31,78,1,98.7,Struggles with executive device context; Over-flags Linux devices; Limited visibility during VPN outages
REC-0616,DEV-0054,CASE-0616,16,28,1,96.6,Struggles with executive device context; Elevated false positives during patch windows
REC-0617,DEV-0230,CASE-0617,58,40,1,97.6,Elevated false positives during patch windows; Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0618,DEV-0062,CASE-0618,85,61,0,100.0,Less reliable on previously unseen device models
REC-0619,DEV-0164,CASE-0619,116,55,4,93.2,Struggles with executive device context; Limited visibility during VPN outages
REC-0620,DEV-0065,CASE-0620,49,33,2,94.3,Less reliable on previously unseen device models; Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0621,DEV-0056,CASE-0621,46,64,1,98.5,Over-flags Linux devices; Elevated false positives during patch windows; Overweights failed login signals on shared kiosks
REC-0622,DEV-0160,CASE-0622,105,50,2,96.2,Overweights failed login signals on shared kiosks; Limited visibility during VPN outages; Over-flags Linux devices
REC-0623,DEV-0056,CASE-0623,24,28,0,100.0,Over-flags Linux devices; Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0624,DEV-0015,CASE-0624,116,39,1,97.5,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0625,DEV-0132,CASE-0625,66,26,0,100.0,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0626,DEV-0122,CASE-0626,69,69,4,94.5,Limited visibility during VPN outages
REC-0627,DEV-0204,CASE-0627,67,62,1,98.4,Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models
REC-0628,DEV-0237,CASE-0628,47,53,0,100.0,Overweights failed login signals on shared kiosks; Struggles with executive device context
REC-0629,DEV-0164,CASE-0629,41,26,1,96.3,Over-flags Linux devices; Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0630,DEV-0044,CASE-0630,22,41,1,97.6,Elevated false positives during patch windows
REC-0631,DEV-0236,CASE-0631,21,69,4,94.5,Over-flags Linux devices
REC-0632,DEV-0245,CASE-0632,68,31,1,96.9,Overweights failed login signals on shared kiosks
REC-0633,DEV-0112,CASE-0633,85,37,2,94.9,Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments
REC-0634,DEV-0157,CASE-0634,111,41,2,95.3,Less reliable on previously unseen device models; Over-flags Linux devices; Elevated false positives during patch windows
REC-0635,DEV-0221,CASE-0635,106,20,1,95.2,Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0636,DEV-0177,CASE-0636,54,60,3,95.2,Elevated false positives during patch windows
REC-0637,DEV-0102,CASE-0637,71,58,4,93.5,Elevated false positives during patch windows
REC-0638,DEV-0187,CASE-0638,98,50,3,94.3,Elevated false positives during patch windows; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0639,DEV-0111,CASE-0639,107,26,0,100.0,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0640,DEV-0228,CASE-0640,91,54,3,94.7,Elevated false positives during patch windows
REC-0641,DEV-0207,CASE-0641,17,67,5,93.1,Less reliable on previously unseen device models
REC-0642,DEV-0247,CASE-0642,64,56,2,96.6,Reduced accuracy on staging environments; Struggles with executive device context; Elevated false positives during patch windows
REC-0643,DEV-0097,CASE-0643,45,28,0,100.0,Limited visibility during VPN outages; Elevated false positives during patch windows; Over-flags Linux devices
REC-0644,DEV-0116,CASE-0644,30,47,2,95.9,Over-flags Linux devices; Less reliable on previously unseen device models; Struggles with executive device context
REC-0645,DEV-0208,CASE-0645,33,53,1,98.1,Struggles with executive device context; Over-flags Linux devices
REC-0646,DEV-0125,CASE-0646,20,39,0,100.0,Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments
REC-0647,DEV-0159,CASE-0647,50,71,0,100.0,Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0648,DEV-0148,CASE-0648,111,39,2,95.1,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0649,DEV-0021,CASE-0649,41,39,1,97.5,Elevated false positives during patch windows; Limited visibility during VPN outages
REC-0650,DEV-0133,CASE-0650,17,57,2,96.6,Less reliable on previously unseen device models; Over-flags Linux devices
REC-0651,DEV-0212,CASE-0651,16,68,4,94.4,Less reliable on previously unseen device models; Over-flags Linux devices
REC-0652,DEV-0102,CASE-0652,31,59,2,96.7,Struggles with executive device context
REC-0653,DEV-0150,CASE-0653,80,45,0,100.0,Overweights failed login signals on shared kiosks; Struggles with executive device context
REC-0654,DEV-0029,CASE-0654,85,57,2,96.6,Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0655,DEV-0221,CASE-0655,116,25,1,96.2,Limited visibility during VPN outages
REC-0656,DEV-0241,CASE-0656,71,21,0,100.0,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0657,DEV-0192,CASE-0657,85,73,1,98.6,Reduced accuracy on staging environments
REC-0658,DEV-0211,CASE-0658,109,24,1,96.0,Elevated false positives during patch windows; Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0659,DEV-0077,CASE-0659,53,69,1,98.6,Overweights failed login signals on shared kiosks
REC-0660,DEV-0130,CASE-0660,27,20,1,95.2,Elevated false positives during patch windows
REC-0661,DEV-0205,CASE-0661,114,65,0,100.0,Struggles with executive device context; Over-flags Linux devices; Reduced accuracy on staging environments
REC-0662,DEV-0081,CASE-0662,80,45,2,95.7,Struggles with executive device context; Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0663,DEV-0078,CASE-0663,115,27,1,96.4,Over-flags Linux devices
REC-0664,DEV-0069,CASE-0664,100,62,4,93.9,Less reliable on previously unseen device models; Limited visibility during VPN outages; Struggles with executive device context
REC-0665,DEV-0092,CASE-0665,44,42,3,93.3,Elevated false positives during patch windows; Reduced accuracy on staging environments; Struggles with executive device context
REC-0666,DEV-0090,CASE-0666,53,76,5,93.8,Struggles with executive device context; Over-flags Linux devices
REC-0667,DEV-0227,CASE-0667,78,56,3,94.9,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows; Reduced accuracy on staging environments
REC-0668,DEV-0232,CASE-0668,89,58,1,98.3,Overweights failed login signals on shared kiosks; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0669,DEV-0033,CASE-0669,37,69,0,100.0,Over-flags Linux devices; Struggles with executive device context; Elevated false positives during patch windows
REC-0670,DEV-0045,CASE-0670,47,66,2,97.1,Limited visibility during VPN outages; Less reliable on previously unseen device models; Struggles with executive device context
REC-0671,DEV-0162,CASE-0671,71,61,1,98.4,Less reliable on previously unseen device models; Over-flags Linux devices; Struggles with executive device context
REC-0672,DEV-0145,CASE-0672,98,61,0,100.0,Overweights failed login signals on shared kiosks
REC-0673,DEV-0203,CASE-0673,32,73,5,93.6,Over-flags Linux devices; Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0674,DEV-0095,CASE-0674,64,37,0,100.0,Elevated false positives during patch windows; Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0675,DEV-0219,CASE-0675,49,32,0,100.0,Elevated false positives during patch windows; Struggles with executive device context; Over-flags Linux devices
REC-0676,DEV-0123,CASE-0676,58,41,3,93.2,Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0677,DEV-0224,CASE-0677,68,31,2,93.9,Overweights failed login signals on shared kiosks; Struggles with executive device context
REC-0678,DEV-0126,CASE-0678,112,22,0,100.0,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0679,DEV-0057,CASE-0679,102,27,1,96.4,Struggles with executive device context; Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0680,DEV-0226,CASE-0680,103,29,1,96.7,Limited visibility during VPN outages; Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0681,DEV-0068,CASE-0681,26,65,0,100.0,Reduced accuracy on staging environments
REC-0682,DEV-0172,CASE-0682,24,24,1,96.0,Limited visibility during VPN outages
REC-0683,DEV-0242,CASE-0683,20,65,3,95.6,Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models
REC-0684,DEV-0013,CASE-0684,35,77,4,95.1,Elevated false positives during patch windows; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0685,DEV-0178,CASE-0685,114,61,0,100.0,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0686,DEV-0018,CASE-0686,18,53,4,93.0,Limited visibility during VPN outages; Struggles with executive device context
REC-0687,DEV-0096,CASE-0687,42,58,1,98.3,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0688,DEV-0009,CASE-0688,95,47,2,95.9,Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0689,DEV-0047,CASE-0689,92,54,3,94.7,Less reliable on previously unseen device models; Struggles with executive device context
REC-0690,DEV-0057,CASE-0690,118,21,0,100.0,Reduced accuracy on staging environments; Elevated false positives during patch windows; Overweights failed login signals on shared kiosks
REC-0691,DEV-0247,CASE-0691,65,43,3,93.5,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0692,DEV-0173,CASE-0692,22,43,1,97.7,Reduced accuracy on staging environments; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0693,DEV-0156,CASE-0693,62,24,0,100.0,Limited visibility during VPN outages; Struggles with executive device context
REC-0694,DEV-0066,CASE-0694,32,72,6,92.3,Over-flags Linux devices
REC-0695,DEV-0017,CASE-0695,19,31,2,93.9,Elevated false positives during patch windows
REC-0696,DEV-0165,CASE-0696,105,53,2,96.4,Struggles with executive device context; Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0697,DEV-0069,CASE-0697,32,62,3,95.4,Struggles with executive device context; Less reliable on previously unseen device models
REC-0698,DEV-0225,CASE-0698,75,31,0,100.0,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows; Struggles with executive device context
REC-0699,DEV-0233,CASE-0699,67,39,0,100.0,Elevated false positives during patch windows; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0700,DEV-0164,CASE-0700,62,65,5,92.9,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0701,DEV-0134,CASE-0701,75,39,2,95.1,Over-flags Linux devices; Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0702,DEV-0014,CASE-0702,67,75,1,98.7,Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models
REC-0703,DEV-0187,CASE-0703,64,33,0,100.0,Struggles with executive device context
REC-0704,DEV-0228,CASE-0704,116,52,0,100.0,Elevated false positives during patch windows; Overweights failed login signals on shared kiosks; Limited visibility during VPN outages
REC-0705,DEV-0174,CASE-0705,111,71,1,98.6,Over-flags Linux devices; Less reliable on previously unseen device models; Struggles with executive device context
REC-0706,DEV-0096,CASE-0706,72,37,2,94.9,Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models; Over-flags Linux devices
REC-0707,DEV-0027,CASE-0707,26,77,5,93.9,Over-flags Linux devices
REC-0708,DEV-0128,CASE-0708,44,27,1,96.4,Overweights failed login signals on shared kiosks
REC-0709,DEV-0057,CASE-0709,64,72,1,98.6,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0710,DEV-0042,CASE-0710,74,33,1,97.1,Struggles with executive device context; Over-flags Linux devices
REC-0711,DEV-0207,CASE-0711,18,29,0,100.0,Reduced accuracy on staging environments
REC-0712,DEV-0242,CASE-0712,47,60,2,96.8,Less reliable on previously unseen device models
REC-0713,DEV-0156,CASE-0713,46,38,0,100.0,Elevated false positives during patch windows; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0714,DEV-0029,CASE-0714,105,32,1,97.0,Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0715,DEV-0059,CASE-0715,66,24,0,100.0,Reduced accuracy on staging environments; Struggles with executive device context; Over-flags Linux devices
REC-0716,DEV-0078,CASE-0716,71,30,1,96.8,Struggles with executive device context
REC-0717,DEV-0060,CASE-0717,87,61,4,93.8,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0718,DEV-0004,CASE-0718,15,22,0,100.0,Overweights failed login signals on shared kiosks
REC-0719,DEV-0122,CASE-0719,32,71,2,97.3,Over-flags Linux devices; Elevated false positives during patch windows; Limited visibility during VPN outages
REC-0720,DEV-0045,CASE-0720,99,43,0,100.0,Struggles with executive device context; Reduced accuracy on staging environments
REC-0721,DEV-0110,CASE-0721,103,34,1,97.1,Less reliable on previously unseen device models
REC-0722,DEV-0029,CASE-0722,19,41,3,93.2,Elevated false positives during patch windows
REC-0723,DEV-0215,CASE-0723,49,58,0,100.0,Elevated false positives during patch windows; Over-flags Linux devices
REC-0724,DEV-0191,CASE-0724,71,44,3,93.6,Elevated false positives during patch windows
REC-0725,DEV-0178,CASE-0725,103,52,3,94.5,Less reliable on previously unseen device models; Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0726,DEV-0011,CASE-0726,105,64,1,98.5,Over-flags Linux devices
REC-0727,DEV-0213,CASE-0727,53,61,3,95.3,Elevated false positives during patch windows; Overweights failed login signals on shared kiosks
REC-0728,DEV-0062,CASE-0728,84,30,0,100.0,Struggles with executive device context; Limited visibility during VPN outages
REC-0729,DEV-0113,CASE-0729,24,48,3,94.1,Over-flags Linux devices
REC-0730,DEV-0121,CASE-0730,92,31,1,96.9,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0731,DEV-0197,CASE-0731,108,64,4,94.1,Struggles with executive device context; Overweights failed login signals on shared kiosks
REC-0732,DEV-0007,CASE-0732,39,26,0,100.0,Elevated false positives during patch windows
REC-0733,DEV-0021,CASE-0733,118,33,1,97.1,Limited visibility during VPN outages; Over-flags Linux devices
REC-0734,DEV-0214,CASE-0734,31,73,6,92.4,Elevated false positives during patch windows
REC-0735,DEV-0218,CASE-0735,45,76,2,97.4,Limited visibility during VPN outages
REC-0736,DEV-0104,CASE-0736,43,72,0,100.0,Struggles with executive device context
