recommendation_id,device_id,case_id,outcome_type,outcome_description,resolved_at
REC-0634,DEV-0157,CASE-0634,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-08
REC-0635,DEV-0221,CASE-0635,,,
REC-0636,DEV-0177,CASE-0636,False Positive,Benign activity misclassified; no actual security incident.,2026-06-04
REC-0637,DEV-0102,CASE-0637,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-05-29
REC-0638,DEV-0187,CASE-0638,False Positive,Benign activity misclassified; no actual security incident.,2026-06-19
REC-0639,DEV-0111,CASE-0639,,,
REC-0640,DEV-0228,CASE-0640,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-05-29
REC-0641,DEV-0207,CASE-0641,False Positive,Benign activity misclassified; no actual security incident.,2026-06-13
REC-0642,DEV-0247,CASE-0642,,,
REC-0643,DEV-0097,CASE-0643,,,
REC-0644,DEV-0116,CASE-0644,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-05-28
REC-0645,DEV-0208,CASE-0645,,,
REC-0646,DEV-0125,CASE-0646,,,
REC-0647,DEV-0159,CASE-0647,,,
REC-0648,DEV-0148,CASE-0648,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-17
REC-0649,DEV-0021,CASE-0649,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-06
REC-0650,DEV-0133,CASE-0650,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-14
REC-0651,DEV-0212,CASE-0651,,,
REC-0652,DEV-0102,CASE-0652,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-24
REC-0653,DEV-0150,CASE-0653,False Positive,Benign activity misclassified; no actual security incident.,2026-06-01
REC-0654,DEV-0029,CASE-0654,,,
REC-0655,DEV-0221,CASE-0655,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-14
REC-0656,DEV-0241,CASE-0656,False Positive,Benign activity misclassified; no actual security incident.,2026-06-05
REC-0657,DEV-0192,CASE-0657,False Positive,Benign activity misclassified; no actual security incident.,2026-05-23
REC-0658,DEV-0211,CASE-0658,,,
REC-0659,DEV-0077,CASE-0659,,,
REC-0660,DEV-0130,CASE-0660,False Positive,Benign activity misclassified; no actual security incident.,2026-06-18
REC-0661,DEV-0205,CASE-0661,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-16
REC-0662,DEV-0081,CASE-0662,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-05-29
REC-0663,DEV-0078,CASE-0663,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-20
REC-0664,DEV-0069,CASE-0664,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-05
REC-0665,DEV-0092,CASE-0665,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-19
REC-0666,DEV-0090,CASE-0666,,,
REC-0667,DEV-0227,CASE-0667,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-11
REC-0668,DEV-0232,CASE-0668,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-17
REC-0669,DEV-0033,CASE-0669,False Positive,Benign activity misclassified; no actual security incident.,2026-05-25
REC-0670,DEV-0045,CASE-0670,False Positive,Benign activity misclassified; no actual security incident.,2026-06-06
REC-0671,DEV-0162,CASE-0671,False Positive,Benign activity misclassified; no actual security incident.,2026-05-25
REC-0672,DEV-0145,CASE-0672,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-10
REC-0673,DEV-0203,CASE-0673,,,
REC-0674,DEV-0095,CASE-0674,False Positive,Benign activity misclassified; no actual security incident.,2026-06-10
REC-0675,DEV-0219,CASE-0675,,,
REC-0676,DEV-0123,CASE-0676,,,
REC-0677,DEV-0224,CASE-0677,False Positive,Benign activity misclassified; no actual security incident.,2026-06-06
REC-0678,DEV-0126,CASE-0678,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-10
REC-0679,DEV-0057,CASE-0679,,,
REC-0680,DEV-0226,CASE-0680,False Positive,Benign activity misclassified; no actual security incident.,2026-05-29
REC-0681,DEV-0068,CASE-0681,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-11
REC-0682,DEV-0172,CASE-0682,False Positive,Benign activity misclassified; no actual security incident.,2026-06-15
REC-0683,DEV-0242,CASE-0683,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-24
REC-0684,DEV-0013,CASE-0684,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-16
REC-0685,DEV-0178,CASE-0685,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-12
REC-0686,DEV-0018,CASE-0686,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-21
REC-0687,DEV-0096,CASE-0687,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-03
REC-0688,DEV-0009,CASE-0688,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-06
REC-0689,DEV-0047,CASE-0689,False Positive,Benign activity misclassified; no actual security incident.,2026-06-04
REC-0690,DEV-0057,CASE-0690,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-09
REC-0691,DEV-0247,CASE-0691,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-13
REC-0692,DEV-0173,CASE-0692,,,
REC-0693,DEV-0156,CASE-0693,,,
REC-0694,DEV-0066,CASE-0694,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-13
REC-0695,DEV-0017,CASE-0695,,,
REC-0696,DEV-0165,CASE-0696,,,
REC-0697,DEV-0069,CASE-0697,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-06
REC-0698,DEV-0225,CASE-0698,,,
REC-0699,DEV-0233,CASE-0699,,,
REC-0700,DEV-0164,CASE-0700,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-23
REC-0701,DEV-0134,CASE-0701,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-05-28
REC-0702,DEV-0014,CASE-0702,,,
REC-0703,DEV-0187,CASE-0703,,,
REC-0704,DEV-0228,CASE-0704,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-25
REC-0705,DEV-0174,CASE-0705,False Positive,Benign activity misclassified; no actual security incident.,2026-06-03
REC-0706,DEV-0096,CASE-0706,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-25
REC-0707,DEV-0027,CASE-0707,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-08
REC-0708,DEV-0128,CASE-0708,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-15
REC-0709,DEV-0057,CASE-0709,,,
REC-0710,DEV-0042,CASE-0710,False Positive,Benign activity misclassified; no actual security incident.,2026-05-26
REC-0711,DEV-0207,CASE-0711,,,
REC-0712,DEV-0242,CASE-0712,,,
REC-0713,DEV-0156,CASE-0713,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-05-30
REC-0714,DEV-0029,CASE-0714,,,
REC-0715,DEV-0059,CASE-0715,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-05-23
REC-0716,DEV-0078,CASE-0716,,,
REC-0717,DEV-0060,CASE-0717,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-08
REC-0718,DEV-0004,CASE-0718,,,
REC-0719,DEV-0122,CASE-0719,,,
REC-0720,DEV-0045,CASE-0720,,,
REC-0721,DEV-0110,CASE-0721,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-01
REC-0722,DEV-0029,CASE-0722,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-18
REC-0723,DEV-0215,CASE-0723,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-20
REC-0724,DEV-0191,CASE-0724,,,
REC-0725,DEV-0178,CASE-0725,,,
REC-0726,DEV-0011,CASE-0726,,,
REC-0727,DEV-0213,CASE-0727,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-11
REC-0728,DEV-0062,CASE-0728,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-10
REC-0729,DEV-0113,CASE-0729,,,
REC-0730,DEV-0121,CASE-0730,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-05-23
REC-0731,DEV-0197,CASE-0731,,,
REC-0732,DEV-0007,CASE-0732,False Positive,Benign activity misclassified; no actual security incident.,2026-06-11
REC-0733,DEV-0021,CASE-0733,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-03
REC-0734,DEV-0214,CASE-0734,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-05
REC-0735,DEV-0218,CASE-0735,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-06
REC-0736,DEV-0104,CASE-0736,False Positive,Benign activity misclassified; no actual security incident.,2026-06-11
REC-0737,DEV-0145,CASE-0737,,,
REC-0738,DEV-0200,CASE-0738,,,
REC-0739,DEV-0229,CASE-0739,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-29
REC-0740,DEV-0242,CASE-0740,False Positive,Benign activity misclassified; no actual security incident.,2026-06-14
REC-0741,DEV-0119,CASE-0741,,,
REC-0742,DEV-0172,CASE-0742,,,
REC-0743,DEV-0045,CASE-0743,,,
REC-0744,DEV-0025,CASE-0744,False Positive,Benign activity misclassified; no actual security incident.,2026-06-21
REC-0745,DEV-0106,CASE-0745,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-04
REC-0746,DEV-0005,CASE-0746,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-04
REC-0747,DEV-0243,CASE-0747,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-15
REC-0748,DEV-0233,CASE-0748,,,
REC-0749,DEV-0220,CASE-0749,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-10
REC-0750,DEV-0063,CASE-0750,False Positive,Benign activity misclassified; no actual security incident.,2026-06-08
REC-0751,DEV-0175,CASE-0751,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-05-30
REC-0752,DEV-0249,CASE-0752,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-27
REC-0753,DEV-0048,CASE-0753,,,
REC-0754,DEV-0093,CASE-0754,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-29
REC-0755,DEV-0151,CASE-0755,False Positive,Benign activity misclassified; no actual security incident.,2026-06-03
REC-0756,DEV-0059,CASE-0756,False Positive,Benign activity misclassified; no actual security incident.,2026-05-24
REC-0757,DEV-0175,CASE-0757,False Positive,Benign activity misclassified; no actual security incident.,2026-06-13
REC-0758,DEV-0155,CASE-0758,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-02
REC-0759,DEV-0139,CASE-0759,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-06
REC-0760,DEV-0224,CASE-0760,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-23
REC-0761,DEV-0067,CASE-0761,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-24
REC-0762,DEV-0152,CASE-0762,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-13
REC-0763,DEV-0066,CASE-0763,,,
REC-0764,DEV-0234,CASE-0764,False Positive,Benign activity misclassified; no actual security incident.,2026-05-31
REC-0765,DEV-0110,CASE-0765,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-02
REC-0766,DEV-0105,CASE-0766,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-08
REC-0767,DEV-0220,CASE-0767,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-04
REC-0768,DEV-0184,CASE-0768,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-31
REC-0769,DEV-0078,CASE-0769,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-29
REC-0770,DEV-0201,CASE-0770,,,
REC-0771,DEV-0094,CASE-0771,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-28
REC-0772,DEV-0036,CASE-0772,,,
REC-0773,DEV-0023,CASE-0773,,,
REC-0774,DEV-0049,CASE-0774,,,
REC-0775,DEV-0008,CASE-0775,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-21
REC-0776,DEV-0083,CASE-0776,,,
REC-0777,DEV-0013,CASE-0777,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-13
REC-0778,DEV-0016,CASE-0778,,,
REC-0779,DEV-0219,CASE-0779,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-20
REC-0780,DEV-0023,CASE-0780,False Positive,Benign activity misclassified; no actual security incident.,2026-06-04
REC-0781,DEV-0195,CASE-0781,False Positive,Benign activity misclassified; no actual security incident.,2026-06-17
REC-0782,DEV-0184,CASE-0782,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-30
REC-0783,DEV-0121,CASE-0783,,,
REC-0784,DEV-0094,CASE-0784,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-17
REC-0785,DEV-0131,CASE-0785,,,
REC-0786,DEV-0028,CASE-0786,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-06
REC-0787,DEV-0154,CASE-0787,,,
REC-0788,DEV-0149,CASE-0788,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-05-29
REC-0789,DEV-0124,CASE-0789,,,
REC-0790,DEV-0207,CASE-0790,,,
REC-0791,DEV-0228,CASE-0791,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-01
REC-0792,DEV-0098,CASE-0792,,,
REC-0793,DEV-0157,CASE-0793,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-13
REC-0794,DEV-0206,CASE-0794,,,
REC-0795,DEV-0007,CASE-0795,False Positive,Benign activity misclassified; no actual security incident.,2026-06-07
REC-0796,DEV-0101,CASE-0796,False Positive,Benign activity misclassified; no actual security incident.,2026-06-06
REC-0797,DEV-0117,CASE-0797,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-31
REC-0798,DEV-0028,CASE-0798,False Positive,Benign activity misclassified; no actual security incident.,2026-06-08
REC-0799,DEV-0104,CASE-0799,False Positive,Benign activity misclassified; no actual security incident.,2026-06-16
REC-0800,DEV-0058,CASE-0800,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-04
REC-0801,DEV-0034,CASE-0801,False Positive,Benign activity misclassified; no actual security incident.,2026-06-05
REC-0802,DEV-0038,CASE-0802,,,
REC-0803,DEV-0045,CASE-0803,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-13
REC-0804,DEV-0244,CASE-0804,,,
REC-0805,DEV-0063,CASE-0805,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-17
REC-0806,DEV-0216,CASE-0806,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-30
REC-0807,DEV-0155,CASE-0807,False Positive,Benign activity misclassified; no actual security incident.,2026-05-25
REC-0808,DEV-0069,CASE-0808,,,
REC-0809,DEV-0245,CASE-0809,False Positive,Benign activity misclassified; no actual security incident.,2026-05-28
REC-0810,DEV-0092,CASE-0810,,,
REC-0811,DEV-0146,CASE-0811,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-27
REC-0812,DEV-0218,CASE-0812,,,
REC-0813,DEV-0089,CASE-0813,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-09
REC-0814,DEV-0193,CASE-0814,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-18
REC-0815,DEV-0190,CASE-0815,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-11
REC-0816,DEV-0145,CASE-0816,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-07
REC-0817,DEV-0037,CASE-0817,,,
REC-0818,DEV-0170,CASE-0818,False Positive,Benign activity misclassified; no actual security incident.,2026-06-17
REC-0819,DEV-0073,CASE-0819,,,
REC-0820,DEV-0239,CASE-0820,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-13
REC-0821,DEV-0020,CASE-0821,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-05-26
REC-0822,DEV-0127,CASE-0822,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-25
REC-0823,DEV-0222,CASE-0823,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-12
REC-0824,DEV-0113,CASE-0824,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-02
REC-0825,DEV-0076,CASE-0825,,,
REC-0826,DEV-0051,CASE-0826,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-26
REC-0827,DEV-0071,CASE-0827,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-24
REC-0828,DEV-0075,CASE-0828,,,
REC-0829,DEV-0236,CASE-0829,,,
REC-0830,DEV-0002,CASE-0830,,,
REC-0831,DEV-0122,CASE-0831,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-13
REC-0832,DEV-0018,CASE-0832,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-03
REC-0833,DEV-0171,CASE-0833,False Positive,Benign activity misclassified; no actual security incident.,2026-05-24
REC-0834,DEV-0184,CASE-0834,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-31
REC-0835,DEV-0134,CASE-0835,,,
REC-0836,DEV-0186,CASE-0836,False Positive,Benign activity misclassified; no actual security incident.,2026-06-08
REC-0837,DEV-0085,CASE-0837,,,
REC-0838,DEV-0086,CASE-0838,,,
REC-0839,DEV-0173,CASE-0839,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-08
REC-0840,DEV-0015,CASE-0840,,,
REC-0841,DEV-0164,CASE-0841,False Positive,Benign activity misclassified; no actual security incident.,2026-05-28
REC-0842,DEV-0156,CASE-0842,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-13
REC-0843,DEV-0068,CASE-0843,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-17
REC-0844,DEV-0140,CASE-0844,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-07
REC-0845,DEV-0073,CASE-0845,False Positive,Benign activity misclassified; no actual security incident.,2026-06-13
REC-0846,DEV-0128,CASE-0846,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-28
REC-0847,DEV-0207,CASE-0847,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-06
REC-0848,DEV-0247,CASE-0848,,,
REC-0849,DEV-0152,CASE-0849,,,
REC-0850,DEV-0178,CASE-0850,,,
REC-0851,DEV-0082,CASE-0851,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-14
REC-0852,DEV-0186,CASE-0852,,,
REC-0853,DEV-0067,CASE-0853,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-31
REC-0854,DEV-0071,CASE-0854,False Positive,Benign activity misclassified; no actual security incident.,2026-05-30
REC-0855,DEV-0176,CASE-0855,,,
REC-0856,DEV-0020,CASE-0856,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-05-31
REC-0857,DEV-0205,CASE-0857,,,
REC-0858,DEV-0136,CASE-0858,,,
REC-0859,DEV-0113,CASE-0859,,,
REC-0860,DEV-0061,CASE-0860,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-18
REC-0861,DEV-0129,CASE-0861,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-06
REC-0862,DEV-0103,CASE-0862,,,
REC-0863,DEV-0136,CASE-0863,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-21
REC-0864,DEV-0018,CASE-0864,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-11
REC-0865,DEV-0154,CASE-0865,False Positive,Benign activity misclassified; no actual security incident.,2026-06-18
REC-0866,DEV-0190,CASE-0866,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-21
REC-0867,DEV-0033,CASE-0867,,,
REC-0868,DEV-0246,CASE-0868,,,
REC-0869,DEV-0079,CASE-0869,,,
REC-0870,DEV-0028,CASE-0870,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-12
REC-0871,DEV-0079,CASE-0871,,,
REC-0872,DEV-0219,CASE-0872,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-28
REC-0873,DEV-0241,CASE-0873,,,
REC-0874,DEV-0244,CASE-0874,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-13
REC-0875,DEV-0248,CASE-0875,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-27
REC-0876,DEV-0036,CASE-0876,,,
REC-0877,DEV-0112,CASE-0877,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-17
REC-0878,DEV-0003,CASE-0878,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-01
REC-0879,DEV-0186,CASE-0879,,,
REC-0880,DEV-0072,CASE-0880,,,
REC-0881,DEV-0228,CASE-0881,,,
REC-0882,DEV-0087,CASE-0882,False Positive,Benign activity misclassified; no actual security incident.,2026-05-31
REC-0883,DEV-0001,CASE-0883,False Positive,Benign activity misclassified; no actual security incident.,2026-06-18
REC-0884,DEV-0074,CASE-0884,,,
REC-0885,DEV-0058,CASE-0885,,,
REC-0886,DEV-0246,CASE-0886,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-28
REC-0887,DEV-0057,CASE-0887,,,
REC-0888,DEV-0150,CASE-0888,,,
REC-0889,DEV-0205,CASE-0889,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-16
REC-0890,DEV-0031,CASE-0890,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-05-25
REC-0891,DEV-0077,CASE-0891,,,
REC-0892,DEV-0032,CASE-0892,False Positive,Benign activity misclassified; no actual security incident.,2026-06-13
REC-0893,DEV-0051,CASE-0893,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-09
REC-0894,DEV-0239,CASE-0894,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-09
REC-0895,DEV-0148,CASE-0895,,,
REC-0896,DEV-0145,CASE-0896,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-30
REC-0897,DEV-0180,CASE-0897,False Positive,Benign activity misclassified; no actual security incident.,2026-06-21
REC-0898,DEV-0090,CASE-0898,False Positive,Benign activity misclassified; no actual security incident.,2026-06-17
REC-0899,DEV-0153,CASE-0899,False Positive,Benign activity misclassified; no actual security incident.,2026-05-23
REC-0900,DEV-0024,CASE-0900,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-09
REC-0901,DEV-0090,CASE-0901,False Positive,Benign activity misclassified; no actual security incident.,2026-06-07
REC-0902,DEV-0205,CASE-0902,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-16
REC-0903,DEV-0137,CASE-0903,,,
REC-0904,DEV-0019,CASE-0904,,,
REC-0905,DEV-0102,CASE-0905,,,
REC-0906,DEV-0100,CASE-0906,,,
REC-0907,DEV-0093,CASE-0907,False Positive,Benign activity misclassified; no actual security incident.,2026-05-23
REC-0908,DEV-0187,CASE-0908,,,
REC-0909,DEV-0198,CASE-0909,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-09
REC-0910,DEV-0188,CASE-0910,,,
REC-0911,DEV-0195,CASE-0911,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-17
REC-0912,DEV-0048,CASE-0912,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-14
REC-0913,DEV-0003,CASE-0913,,,
REC-0914,DEV-0030,CASE-0914,False Positive,Benign activity misclassified; no actual security incident.,2026-06-15
REC-0915,DEV-0111,CASE-0915,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-15
REC-0916,DEV-0194,CASE-0916,False Positive,Benign activity misclassified; no actual security incident.,2026-06-12
REC-0917,DEV-0012,CASE-0917,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-09
REC-0918,DEV-0046,CASE-0918,,,
REC-0919,DEV-0142,CASE-0919,,,
REC-0920,DEV-0045,CASE-0920,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-03
REC-0921,DEV-0152,CASE-0921,,,
REC-0922,DEV-0106,CASE-0922,,,
REC-0923,DEV-0007,CASE-0923,Recommendation Incorrect,Action was unnecessary; root cause differed from AI assessment.,2026-06-17
REC-0924,DEV-0013,CASE-0924,,,
REC-0925,DEV-0055,CASE-0925,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-25
REC-0926,DEV-0185,CASE-0926,,,
REC-0927,DEV-0156,CASE-0927,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-31
REC-0928,DEV-0218,CASE-0928,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-11
REC-0929,DEV-0089,CASE-0929,,,
REC-0930,DEV-0127,CASE-0930,,,
REC-0931,DEV-0172,CASE-0931,,,
REC-0932,DEV-0149,CASE-0932,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-30
REC-0933,DEV-0236,CASE-0933,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-12
REC-0934,DEV-0115,CASE-0934,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-26
REC-0935,DEV-0022,CASE-0935,,,
REC-0936,DEV-0022,CASE-0936,,,
REC-0937,DEV-0115,CASE-0937,,,
REC-0938,DEV-0012,CASE-0938,,,
REC-0939,DEV-0148,CASE-0939,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-02
REC-0940,DEV-0116,CASE-0940,False Positive,Benign activity misclassified; no actual security incident.,2026-06-16
REC-0941,DEV-0176,CASE-0941,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-09
REC-0942,DEV-0119,CASE-0942,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-04
REC-0943,DEV-0240,CASE-0943,,,
REC-0944,DEV-0024,CASE-0944,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-05-23
REC-0945,DEV-0023,CASE-0945,False Positive,Benign activity misclassified; no actual security incident.,2026-06-09
REC-0946,DEV-0178,CASE-0946,,,
REC-0947,DEV-0211,CASE-0947,False Positive,Benign activity misclassified; no actual security incident.,2026-06-07
REC-0948,DEV-0036,CASE-0948,,,
REC-0949,DEV-0053,CASE-0949,False Positive,Benign activity misclassified; no actual security incident.,2026-06-16
REC-0950,DEV-0115,CASE-0950,False Negative,Threat existed but was missed or dismissed incorrectly.,2026-06-08
REC-0951,DEV-0100,CASE-0951,,,
REC-0952,DEV-0245,CASE-0952,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-12
REC-0953,DEV-0141,CASE-0953,False Positive,Benign activity misclassified; no actual security incident.,2026-06-09
REC-0954,DEV-0038,CASE-0954,,,
REC-0955,DEV-0072,CASE-0955,,,
REC-0956,DEV-0136,CASE-0956,,,
REC-0957,DEV-0248,CASE-0957,False Positive,Benign activity misclassified; no actual security incident.,2026-06-03
REC-0958,DEV-0113,CASE-0958,Recommendation Correct,Verified threat or vulnerability; action validated post-review.,2026-06-21
REC-0959,DEV-0001,CASE-0959,,,
REC-0960,DEV-0042,CASE-0960,,,
REC-0961,DEV-0052,CASE-0961,,,
REC-0962,DEV-0189,CASE-0962,False Positive,Benign activity misclassified; no actual security incident.,2026-06-14
REC-0963,DEV-0163,CASE-0963,,,
REC-0964,DEV-0034,CASE-0964,,,
